3.402526900000000154e+01 1.000000000000000000e+00 2.576956099999999950e+01 2.405979999999999892e-04 2.576969300000000018e+01 9.554893300000000522e+01 1.293916000000000000e+10 4.809095000000000000e+19 0.000000000000000000e+00 0.000000000000000000e+00
3.235739900000000091e+01 1.000000000000000000e+00 2.332086999999999932e+01 2.372022999999999905e-04 2.332096900000000161e+01 9.099898399999999299e+01 9.357449000000000000e+09 3.615219000000000000e+19 0.000000000000000000e+00 0.000000000000000000e+00
3.076895299999999978e+01 1.000000000000000000e+00 2.110185299999999842e+01 2.339470000000000015e-04 7.913552199999999459e+01 8.666570500000000266e+01 1.353648000000000100e-13 5.431913000000000453e-04 -3.668468000000000077e-06 -9.455339000000000450e-11
2.925614699999999857e+01 1.000000000000000000e+00 1.909188199999999824e+01 2.308242999999999916e-04 7.670295900000000699e+01 8.253876999999999953e+01 1.218992000000000083e-13 5.086014000000000463e-04 -1.178515999999999916e-05 -2.827999999999999954e-10
2.781538000000000110e+01 1.000000000000000000e+00 1.727207900000000151e+01 2.278272999999999930e-04 7.416696699999999964e+01 7.860835699999999804e+01 1.174923000000000021e-13 5.109106000000000411e-04 -3.870401000000000147e-05 -8.888638999999999708e-10
2.644322000000000017e+01 1.000000000000000000e+00 1.562522200000000083e+01 2.249511999999999953e-04 7.152197999999999922e+01 7.486510499999999979e+01 1.379343999999999893e-13 6.266073000000000476e-04 -1.271498999999999937e-04 -2.895946999999999988e-09
2.513640200000000036e+01 1.000000000000000000e+00 1.413574099999999945e+01 2.221958000000000114e-04 6.873128199999999310e+01 7.130010500000000206e+01 2.341549999999999751e-13 1.109205999999999951e-03 -4.236174000000000211e-04 -9.770183999999999894e-09
2.389181299999999908e+01 9.999989999999999712e-01 1.278991100000000003e+01 2.195737000000000014e-04 6.563774399999999787e+01 6.790486699999999587e+01 5.528119999999999875e-13 2.714807999999999978e-03 -1.367441000000000056e-03 -3.234776999999999903e-08
2.270648999999999873e+01 9.999959999999999960e-01 1.157658099999999912e+01 2.171324999999999883e-04 6.182237500000000097e+01 6.467130400000000634e+01 1.449181000000000063e-12 7.364581000000000252e-03 -4.223064999999999805e-03 -1.021939999999999951e-07
2.157760999999999996e+01 9.999879999999999880e-01 1.048901200000000067e+01 2.150063000000000018e-04 5.641023200000000060e+01 6.159172000000000224e+01 3.734864000000000392e-12 1.964487999999999998e-02 -1.232992999999999936e-02 -3.039604999999999907e-07
2.050248699999999857e+01 9.999660000000000215e-01 9.528719999999999857e+00 2.135208000000000039e-04 4.835563299999999742e+01 5.865878500000000173e+01 9.025837999999999895e-12 4.920092000000000215e-02 -3.364106000000000041e-02 -8.371012999999999494e-07
1.947855900000000062e+01 9.999080000000000190e-01 8.712908999999999793e+00 2.133987000000000004e-04 3.757511099999999971e+01 5.586551000000000045e+01 2.056409000000000028e-11 1.163238000000000050e-01 -8.567963000000000662e-02 -2.143766999999999849e-06
1.850339100000000059e+01 9.997730000000000228e-01 8.087901000000000451e+00 2.161160000000000023e-04 2.681993800000000050e+01 5.320525099999999696e+01 4.299953000000000025e-11 2.532265000000000210e-01 -2.046929000000000110e-01 -5.121377999999999605e-06
1.757465900000000047e+01 9.994760000000000311e-01 7.748548999999999687e+00 2.244215999999999995e-04 1.878550299999999851e+01 5.067167100000000346e+01 8.376461000000000208e-11 5.167376999999999665e-01 -4.578942999999999763e-01 -1.140682000000000034e-05
1.669015299999999868e+01 9.988679999999999781e-01 7.871723000000000248e+00 2.431494999999999935e-04 1.415265499999999932e+01 4.825873800000000102e+01 1.543049999999999909e-10 1.008480999999999961e+00 -9.685080000000000355e-01 -2.387848000000000046e-05
1.584776500000000077e+01 9.976969999999999450e-01 8.757640000000000313e+00 2.801376999999999860e-04 1.248750199999999921e+01 4.596070300000000231e+01 2.644362999999999774e-10 1.862505000000000077e+00 -1.941437999999999997e+00 -4.706409000000000157e-05
1.504548999999999914e+01 9.955650000000000333e-01 1.088486699999999985e+01 3.472872999999999911e-04 1.323790799999999912e+01 4.377209700000000225e+01 4.270322000000000011e-10 3.299298999999999982e+00 -3.702487999999999779e+00 -8.767526999999999515e-05
1.428142000000000067e+01 9.918770000000000087e-01 1.504553100000000043e+01 4.624566000000000202e-04 1.655883700000000047e+01 4.168771300000000224e+01 6.537104999999999627e-10 5.602657999999999916e+00 -6.835347999999999757e+00 -1.561634999999999965e-04
1.355373400000000039e+01 9.857960000000000056e-01 2.242356499999999997e+01 6.488425000000000139e-04 2.316137700000000166e+01 3.970258599999999660e+01 1.003629000000000071e-09 9.536474999999999369e+00 -1.217974000000000068e+01 -2.640901000000000077e-04
1.286069999999999958e+01 9.761940000000000062e-01 3.472847699999999804e+01 9.363121999999999764e-04 3.453933200000000170e+01 3.781198899999999696e+01 1.403104999999999985e-09 1.467387000000000086e+01 -2.097661000000000087e+01 -4.269656999999999836e-04
1.220066699999999926e+01 9.616259999999999808e-01 5.458005099999999743e+01 1.364362000000000040e-03 5.279326400000000064e+01 3.601142099999999857e+01 1.893140999999999842e-09 2.156699000000000055e+01 -3.535387999999999664e+01 -6.674819000000000238e-04
1.157206399999999924e+01 9.403179999999999872e-01 8.535178200000000004e+01 1.976542999999999876e-03 8.058051100000000133e+01 3.429659199999999686e+01 2.434197000000000006e-09 2.991508999999999929e+01 -5.772514999999999930e+01 -1.003399999999999995e-03
1.097339500000000001e+01 9.101749999999999563e-01 1.317284229999999923e+02 2.823781000000000034e-03 1.213474910000000051e+02 3.266342300000000165e+01 3.017498000000000161e-09 3.969906000000000290e+01 -9.198642999999999859e+01 -1.460521999999999905e-03
1.040323399999999943e+01 8.688209999999999544e-01 2.007969160000000102e+02 3.963516000000000261e-03 1.798395580000000109e+02 3.110802400000000034e+01 3.611010999999999826e-09 5.058261999999999858e+01 -1.448780999999999892e+02 -2.066924999999999839e-03
9.860224000000000544e+00 8.136510000000000131e-01 3.019600040000000263e+02 5.453397999999999926e-03 2.639649969999999826e+02 2.962668999999999997e+01 4.579831999999999700e-09 6.803534000000000503e+01 -2.246745999999999981e+02 -2.842677000000000051e-03
9.343071000000000126e+00 7.419029999999999792e-01 4.470101089999999999e+02 7.357230999999999667e-03 3.756268160000000194e+02 2.821589799999999926e+01 5.186146000000000301e-09 8.148248999999999853e+01 -3.417432999999999765e+02 -3.820814000000000068e-03
8.850543999999999301e+00 6.507370000000000099e-01 6.509730540000000474e+02 9.767280999999999186e-03 5.200275540000000092e+02 2.687228400000000050e+01 5.713285000000000294e-09 9.474718000000000018e+01 -5.105360000000000014e+02 -5.083924000000000082e-03
8.381470999999999449e+00 5.373109999999999831e-01 9.367451559999999517e+02 1.277357999999999966e-02 7.018491229999999632e+02 2.559265200000000107e+01 6.178448999999999992e-09 1.079993999999999943e+02 -7.586915000000000191e+02 -6.663759000000000002e-03
7.934733999999999732e+00 3.988479999999999803e-01 1.330606264999999894e+03 1.652297999999999961e-02 9.166575319999999465e+02 2.437395499999999871e+01 6.488380999999999786e-09 1.194271999999999991e+02 -1.110997000000000071e+03 -8.725198999999999455e-03
7.509272000000000169e+00 2.326560000000000017e-01 1.868301210999999967e+03 2.115266999999999842e-02 1.155692702999999938e+03 2.321329300000000018e+01 6.660593999999999675e-09 1.290001000000000033e+02 -1.611791999999999916e+03 -1.130848999999999917e-02
7.104068999999999967e+00 3.617000000000000076e-02 2.594927947000000131e+03 2.669486000000000081e-02 1.402812128999999914e+03 2.210790000000000077e+01 6.704745000000000094e-09 1.365657999999999959e+02 -2.315498999999999796e+03 -1.421752000000000085e-02
6.718161000000000271e+00 0.000000000000000000e+00 3.469145720999999867e+03 3.273030999999999857e-02 1.614055638999999928e+03 2.105514300000000105e+01 6.624078999999999827e-09 1.418289000000000044e+02 -3.038170000000000073e+03 -1.630677999999999989e-02
6.350629999999999775e+00 0.000000000000000000e+00 4.371074078999999983e+03 3.863160999999999679e-02 1.754893524999999954e+03 2.005251799999999918e+01 6.434564999999999689e-09 1.447691000000000088e+02 -3.548682999999999993e+03 -1.685404000000000069e-02
6.000600000000000378e+00 0.000000000000000000e+00 5.280980133000000023e+03 4.430121000000000059e-02 1.839689235999999937e+03 1.909763799999999989e+01 6.196549000000000167e-09 1.464638999999999953e+02 -4.058579999999999927e+03 -1.711605999999999891e-02
