3.402526900000000154e+01 1.000000000000000000e+00 2.980367299999999986e+01 3.654320999999999871e-04 8.310160299999999722e+01 9.554893300000000522e+01 1.038900999999999917e-12 3.942990999999999857e-03 -3.094409999999999821e-06 -7.367246999999999375e-11
3.235739900000000091e+01 1.000000000000000000e+00 2.714203099999999935e+01 3.582559000000000134e-04 8.068327100000000485e+01 9.099898399999999299e+01 8.730815000000000093e-13 3.450789000000000113e-03 -9.811443999999999298e-06 -2.297989000000000087e-10
3.076895299999999978e+01 1.000000000000000000e+00 2.472479200000000077e+01 3.514788999999999934e-04 7.820558200000000681e+01 8.666570500000000266e+01 7.997528999999999576e-13 3.292451999999999965e-03 -3.174928999999999702e-05 -7.254526000000000142e-10
2.925614699999999857e+01 9.999989999999999712e-01 2.253100900000000095e+01 3.450732000000000083e-04 7.563735599999999692e+01 8.253876999999999953e+01 8.197825999999999525e-13 3.516981000000000187e-03 -1.022571999999999940e-04 -2.331641999999999836e-09
2.781538000000000110e+01 9.999970000000000248e-01 2.054143499999999989e+01 3.390169999999999967e-04 7.284902700000000664e+01 7.860835699999999804e+01 1.083915000000000032e-12 4.847004999999999716e-03 -3.274861000000000221e-04 -7.519191000000000696e-09
2.644322000000000017e+01 9.999900000000000455e-01 1.873865400000000037e+01 3.333006000000000120e-04 6.950716300000000558e+01 7.486510499999999979e+01 1.975616999999999901e-12 9.197913000000000269e-03 -1.002290000000000082e-03 -2.330915999999999853e-08
2.513640200000000036e+01 9.999670000000000503e-01 1.710751899999999992e+01 3.279380999999999833e-04 6.490883900000000040e+01 7.130010500000000206e+01 4.348060000000000357e-12 2.106326000000000032e-02 -2.906811999999999938e-03 -6.837624000000000003e-08
2.389181299999999908e+01 9.999050000000000438e-01 1.563608100000000078e+01 3.229950000000000204e-04 5.791061100000000295e+01 6.790486699999999587e+01 1.002433999999999927e-11 5.051193999999999823e-02 -7.868722999999999343e-03 -1.869272000000000011e-07
2.270648999999999873e+01 9.997470000000000523e-01 1.431744400000000006e+01 3.186377000000000003e-04 4.806660200000000316e+01 6.467130400000000634e+01 2.202555999999999970e-11 1.154712999999999989e-01 -1.987299999999999831e-02 -4.751463999999999804e-07
2.157760999999999996e+01 9.993760000000000421e-01 1.315319000000000038e+01 3.152278000000000111e-04 3.678665000000000163e+01 6.159172000000000224e+01 4.553904000000000020e-11 2.485036999999999940e-01 -4.714830999999999883e-02 -1.132769999999999998e-06
2.050248699999999857e+01 9.985669999999999824e-01 1.215767699999999962e+01 3.134426000000000269e-04 2.692471400000000159e+01 5.865878500000000173e+01 8.793690999999999552e-11 4.999758999999999731e-01 -1.043507999999999936e-01 -2.512479999999999956e-06
1.947855900000000062e+01 9.969170000000000531e-01 1.136542700000000039e+01 3.144822999999999824e-04 1.980091499999999982e+01 5.586551000000000045e+01 1.638106000000000113e-10 9.720010000000000039e-01 -2.174937000000000120e-01 -5.239978999999999861e-06
1.850339100000000059e+01 9.937550000000000550e-01 1.084040899999999930e+01 3.203260000000000092e-04 1.570779800000000037e+01 5.320525099999999696e+01 2.798736999999999762e-10 1.739600999999999953e+00 -4.293139999999999734e-01 -1.032592000000000023e-05
1.757465900000000047e+01 9.880290000000000461e-01 1.068569199999999952e+01 3.339969999999999940e-04 1.358137999999999934e+01 5.067167100000000346e+01 4.510918999999999754e-10 2.954613000000000156e+00 -8.043401000000000023e-01 -1.926054999999999976e-05
1.669015299999999868e+01 9.781840000000000535e-01 1.105674100000000060e+01 3.598601000000000208e-04 1.285606699999999947e+01 4.825873800000000102e+01 6.950868000000000403e-10 4.838376000000000232e+00 -1.438309999999999977e+00 -3.414797999999999759e-05
1.584776500000000077e+01 9.620469999999999855e-01 1.219149799999999928e+01 4.041970999999999997e-04 1.338959000000000010e+01 4.596070300000000231e+01 1.009398000000000033e-09 7.543830999999999953e+00 -2.485097999999999807e+00 -5.815824999999999836e-05
1.504548999999999914e+01 9.367309999999999803e-01 1.442834599999999945e+01 4.752625999999999921e-04 1.526821499999999965e+01 4.377209700000000225e+01 1.397131000000000022e-09 1.131579999999999941e+01 -4.156474000000000224e+00 -9.510809000000000439e-05
1.428142000000000067e+01 8.985729999999999551e-01 1.825996100000000055e+01 5.839648000000000234e-04 1.885067499999999896e+01 4.168771300000000224e+01 1.852624999999999897e-09 1.635548000000000002e+01 -6.781486000000000125e+00 -1.503665999999999911e-04
1.355373400000000039e+01 8.431349999999999678e-01 2.439378200000000163e+01 7.450128999999999562e-04 2.472079099999999841e+01 3.970258599999999660e+01 2.538943000000000049e-09 2.444396000000000058e+01 -1.084974000000000061e+01 -2.318172000000000071e-04
