1.505e+01 -2.000e+00 1.699e+00 5.530e+01 5.000e+00 3.000e+00 -4.473e+01
1.428e+01 -2.000e+00 1.176e+00 5.630e+01 4.000e+00 2.602e+00 -5.350e+00
1.220e+01 0.000e+00 1.699e+00 5.730e+01 4.699e+00 3.602e+00 2.251e+01
9.340e+00 -6.000e+00 1.699e+00 5.530e+01 4.000e+00 2.602e+00 9.100e-01
2.389e+01 -2.000e+00 1.699e+00 5.730e+01 4.699e+00 3.602e+00 -2.030e+00
2.782e+01 -4.000e+00 1.477e+00 5.530e+01 4.000e+00 3.602e+00 -7.770e+00
1.097e+01 -6.000e+00 1.176e+00 5.730e+01 4.699e+00 4.602e+00 2.598e+01
2.514e+01 -4.000e+00 1.477e+00 5.530e+01 4.699e+00 3.602e+00 -1.750e+00
1.286e+01 -4.000e+00 1.954e+00 5.730e+01 5.000e+00 2.602e+00 -2.700e-01
1.669e+01 -6.000e+00 1.699e+00 5.630e+01 4.000e+00 3.602e+00 -7.969e+01
1.585e+01 -6.000e+00 1.176e+00 5.530e+01 4.000e+00 4.602e+00 -2.066e+02
1.157e+01 0.000e+00 1.477e+00 5.630e+01 4.699e+00 2.602e+00 -5.510e+00
1.428e+01 -2.000e+00 1.176e+00 5.630e+01 4.000e+00 3.602e+00 -6.600e+00
1.286e+01 0.000e+00 1.477e+00 5.530e+01 4.699e+00 2.602e+00 -7.448e+01
3.403e+01 -8.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 -7.120e+00
8.380e+00 -6.000e+00 1.699e+00 5.730e+01 5.000e+00 4.602e+00 1.661e+01
3.077e+01 -2.000e+00 1.176e+00 5.630e+01 5.000e+00 2.602e+00 -1.578e+02
9.860e+00 -4.000e+00 1.176e+00 5.530e+01 4.000e+00 3.602e+00 -5.640e+00
1.355e+01 0.000e+00 1.477e+00 5.730e+01 5.000e+00 2.602e+00 -4.530e+00
1.097e+01 -2.000e+00 1.699e+00 5.630e+01 4.000e+00 3.602e+00 9.970e+00
7.100e+00 -4.000e+00 1.477e+00 5.730e+01 5.000e+00 3.602e+00 1.255e+01
9.860e+00 0.000e+00 1.699e+00 5.730e+01 4.000e+00 2.602e+00 3.560e+00
7.930e+00 -4.000e+00 1.699e+00 5.730e+01 4.699e+00 2.602e+00 6.050e+00
3.403e+01 0.000e+00 1.954e+00 5.530e+01 4.000e+00 4.602e+00 -8.000e+00
9.340e+00 -2.000e+00 1.176e+00 5.630e+01 4.000e+00 4.602e+00 1.442e+01
1.669e+01 -2.000e+00 1.699e+00 5.730e+01 4.000e+00 4.602e+00 1.845e+01
1.585e+01 -6.000e+00 1.176e+00 5.530e+01 4.000e+00 2.602e+00 -1.349e+02
9.340e+00 -2.000e+00 1.954e+00 5.630e+01 4.875e+00 3.602e+00 8.780e+00
1.585e+01 0.000e+00 1.176e+00 5.630e+01 4.000e+00 2.602e+00 -2.806e+01
8.380e+00 -2.000e+00 1.477e+00 5.530e+01 5.000e+00 4.602e+00 -4.830e+01
9.860e+00 -6.000e+00 1.477e+00 5.530e+01 5.000e+00 3.602e+00 -1.394e+02
2.782e+01 -4.000e+00 1.477e+00 5.630e+01 4.000e+00 3.602e+00 -7.770e+00
2.782e+01 -6.000e+00 1.699e+00 5.530e+01 4.699e+00 2.602e+00 -2.630e+00
2.050e+01 -6.000e+00 1.954e+00 5.530e+01 5.000e+00 4.602e+00 -1.925e+01
2.050e+01 -2.000e+00 1.477e+00 5.730e+01 4.699e+00 2.602e+00 -2.360e+00
2.158e+01 -6.000e+00 1.477e+00 5.630e+01 4.699e+00 4.602e+00 -5.330e+01
1.157e+01 -4.000e+00 1.699e+00 5.530e+01 4.699e+00 4.602e+00 -1.689e+02
1.585e+01 -4.000e+00 1.954e+00 5.530e+01 5.000e+00 4.602e+00 -2.172e+02
3.403e+01 -6.000e+00 1.699e+00 5.730e+01 5.000e+00 2.602e+00 -1.444e+02
7.930e+00 0.000e+00 1.699e+00 5.630e+01 5.000e+00 3.602e+00 1.130e+01
1.355e+01 0.000e+00 1.699e+00 5.730e+01 4.699e+00 3.602e+00 1.360e+01
7.100e+00 -6.000e+00 1.477e+00 5.630e+01 4.699e+00 3.602e+00 7.320e+00
1.585e+01 -2.000e+00 1.176e+00 5.530e+01 5.000e+00 4.602e+00 -2.165e+02
2.514e+01 -4.000e+00 1.477e+00 5.630e+01 4.699e+00 3.602e+00 -1.750e+00
8.380e+00 -2.000e+00 1.477e+00 5.530e+01 4.000e+00 2.602e+00 1.810e+00
2.271e+01 0.000e+00 1.699e+00 5.730e+01 5.000e+00 2.602e+00 -1.360e+00
8.850e+00 -6.000e+00 1.176e+00 5.630e+01 4.000e+00 3.602e+00 1.238e+01
2.389e+01 -4.000e+00 1.477e+00 5.730e+01 4.000e+00 2.602e+00 -8.700e+00
8.380e+00 -2.000e+00 1.699e+00 5.530e+01 4.000e+00 4.602e+00 2.000e-01
3.403e+01 -6.000e+00 1.176e+00 5.730e+01 4.000e+00 4.602e+00 -7.500e+00
1.669e+01 0.000e+00 1.699e+00 5.530e+01 5.000e+00 4.602e+00 -1.211e+02
1.850e+01 0.000e+00 1.954e+00 5.730e+01 4.000e+00 3.602e+00 -8.050e+00
3.236e+01 0.000e+00 1.699e+00 5.630e+01 4.699e+00 4.602e+00 -6.420e+00
2.926e+01 -4.000e+00 1.176e+00 5.730e+01 4.699e+00 2.602e+00 -3.470e+00
3.236e+01 -6.000e+00 1.477e+00 5.530e+01 4.000e+00 4.602e+00 -7.260e+00
1.757e+01 -4.000e+00 1.176e+00 5.630e+01 4.699e+00 4.602e+00 -2.040e+02
9.860e+00 0.000e+00 1.954e+00 5.630e+01 4.699e+00 2.602e+00 7.870e+00
1.850e+01 0.000e+00 1.176e+00 5.530e+01 4.000e+00 2.602e+00 -6.401e+01
1.505e+01 -4.000e+00 1.699e+00 5.630e+01 4.699e+00 4.602e+00 -1.802e+02
2.050e+01 0.000e+00 1.477e+00 5.530e+01 5.000e+00 2.602e+00 -9.800e-01
1.669e+01 -4.000e+00 1.954e+00 5.630e+01 4.000e+00 3.602e+00 -7.704e+01
8.850e+00 0.000e+00 1.699e+00 5.530e+01 5.000e+00 4.602e+00 -4.532e+01
1.428e+01 -6.000e+00 1.954e+00 5.730e+01 4.699e+00 2.602e+00 6.400e-01
