1.040000000000000036e+01 -1.464000000000000057e+01
1.097000000000000064e+01 -3.632000000000000028e+01
1.157000000000000028e+01 -6.751000000000000512e+01
1.219999999999999929e+01 -1.078400000000000034e+02
1.285999999999999943e+01 -1.522800000000000011e+02
1.355000000000000071e+01 -1.913000000000000114e+02
1.427999999999999936e+01 -2.150900000000000034e+02
1.505000000000000071e+01 -2.207899999999999920e+02
1.584999999999999964e+01 -2.072199999999999989e+02
1.669000000000000128e+01 -1.764499999999999886e+02
1.757000000000000028e+01 -1.316200000000000045e+02
1.850000000000000000e+01 -8.348000000000000398e+01
1.948000000000000043e+01 -4.389000000000000057e+01
2.050000000000000000e+01 -1.921999999999999886e+01
2.157999999999999829e+01 -7.580000000000000071e+00
2.271000000000000085e+01 -3.049999999999999822e+00
2.389000000000000057e+01 -1.699999999999999956e+00
2.514000000000000057e+01 -1.610000000000000098e+00
2.644000000000000128e+01 -1.989999999999999991e+00
2.782000000000000028e+01 -2.640000000000000124e+00
2.926000000000000156e+01 -3.470000000000000195e+00
3.076999999999999957e+01 -1.582199999999999989e+02
3.235999999999999943e+01 -1.511899999999999977e+02
3.403000000000000114e+01 -1.443400000000000034e+02
6.000000000000000000e+00 1.178999999999999915e+01
6.349999999999999645e+00 1.334999999999999964e+01
6.719999999999999751e+00 1.472000000000000064e+01
7.099999999999999645e+00 1.577999999999999936e+01
7.509999999999999787e+00 1.639999999999999858e+01
7.929999999999999716e+00 1.635000000000000142e+01
8.380000000000000782e+00 1.531000000000000050e+01
8.849999999999999645e+00 1.275000000000000000e+01
9.339999999999999858e+00 7.820000000000000284e+00
9.859999999999999432e+00 -7.199999999999999734e-01
