-1.580e+00 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 3.199e-01
-1.355e+00 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 1.788e+00
-1.205e+00 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 3.626e+00
-1.045e+00 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 6.617e+00
-8.689e-01 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 1.391e+01
-6.906e-01 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 2.709e+01
-5.148e-01 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 5.113e+01
-3.385e-01 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 9.266e+01
-1.622e-01 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 1.596e+02
1.400e-02 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 2.682e+02
1.901e-01 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 4.400e+02
3.497e-01 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 6.329e+02
4.658e-01 0.000e+00 2.021e+00 5.630e+01 4.000e+00 3.602e+00 7.897e+02
-1.580e+00 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 1.887e+01
-1.355e+00 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 2.705e+01
-1.205e+00 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 4.013e+01
-1.045e+00 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 3.993e+01
-8.689e-01 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 4.736e+01
-6.906e-01 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 5.270e+01
-5.148e-01 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 5.819e+01
-3.385e-01 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 6.687e+01
-1.622e-01 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 8.887e+01
1.400e-02 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 1.354e+02
1.901e-01 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 2.200e+02
3.497e-01 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 3.026e+02
4.658e-01 0.000e+00 2.021e+00 5.630e+01 4.398e+00 3.602e+00 3.474e+02
-1.580e+00 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 1.015e+01
-1.355e+00 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 1.590e+01
-1.205e+00 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 2.340e+01
-1.045e+00 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 2.418e+01
-8.689e-01 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 2.955e+01
-6.906e-01 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 3.271e+01
-5.148e-01 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 3.127e+01
-3.385e-01 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 2.908e+01
-1.622e-01 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 2.672e+01
1.400e-02 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 2.820e+01
1.901e-01 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 3.810e+01
3.497e-01 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 4.740e+01
4.658e-01 0.000e+00 2.021e+00 5.630e+01 4.699e+00 3.602e+00 4.798e+01
-1.580e+00 0.000e+00 2.021e+00 5.630e+01 4.875e+00 3.602e+00 2.569e+00
-1.355e+00 0.000e+00 2.021e+00 5.630e+01 4.875e+00 3.602e+00 4.297e+00
-1.205e+00 0.000e+00 2.021e+00 5.630e+01 4.875e+00 3.602e+00 6.655e+00
-1.045e+00 0.000e+00 2.021e+00 5.630e+01 4.875e+00 3.602e+00 7.430e+00
-8.689e-01 0.000e+00 2.021e+00 5.630e+01 4.875e+00 3.602e+00 9.974e+00
-6.906e-01 0.000e+00 2.021e+00 5.630e+01 4.875e+00 3.602e+00 1.225e+01
-5.148e-01 0.000e+00 2.021e+00 5.630e+01 4.875e+00 3.602e+00 1.279e+01
-3.385e-01 0.000e+00 2.021e+00 5.630e+01 4.875e+00 3.602e+00 1.282e+01
-1.622e-01 0.000e+00 2.021e+00 5.630e+01 4.875e+00 3.602e+00 1.145e+01
1.400e-02 0.000e+00 2.021e+00 5.630e+01 4.875e+00 3.602e+00 9.891e+00
