1.757000000000000028e+01 2.628257999999999983e-02 2.309486999999999846e+00
1.757000000000000028e+01 4.415427999999999714e-02 5.715612000000000137e+00
1.757000000000000028e+01 6.232185999999999976e-02 1.016516999999999982e+01
1.757000000000000028e+01 9.020585000000000409e-02 1.720409000000000077e+01
1.757000000000000028e+01 1.352297000000000082e-01 4.099284000000000106e+01
1.757000000000000028e+01 2.038964000000000054e-01 8.829949000000000581e+01
1.757000000000000028e+01 3.056348999999999871e-01 1.787006000000000085e+02
1.757000000000000028e+01 4.586450999999999723e-01 3.436976999999999975e+02
1.757000000000000028e+01 6.883943999999999619e-01 6.108171999999999571e+02
1.757000000000000028e+01 1.032767999999999908e+00 1.040028999999999996e+03
1.757000000000000028e+01 1.549323000000000006e+00 1.763134000000000015e+03
1.757000000000000028e+01 2.237315999999999860e+00 2.725813000000000102e+03
1.757000000000000028e+01 2.922752000000000017e+00 3.657092999999999847e+03
