6.0000e+00 2.6570e-03 3.0000e-02
6.3500e+00 1.3902e-02 1.5000e-01
6.7200e+00 4.1405e-02 5.2000e-01
7.1000e+00 9.3593e-02 1.3000e+00
7.5100e+00 1.7375e-01 2.6400e+00
7.9300e+00 2.8463e-01 4.5900e+00
8.3800e+00 4.1702e-01 6.8500e+00
8.8500e+00 5.5094e-01 8.5800e+00
9.3400e+00 6.6980e-01 8.8300e+00
9.8600e+00 7.6729e-01 6.4300e+00
1.0400e+01 8.4079e-01 -6.0000e-02
1.0970e+01 8.9272e-01 -1.2170e+01
1.1570e+01 9.2933e-01 -3.1360e+01
1.2200e+01 9.5456e-01 -5.7770e+01
1.2860e+01 9.7161e-01 -8.7970e+01
1.3550e+01 9.8272e-01 -1.1470e+02
1.4280e+01 9.8974e-01 -1.2680e+02
1.5050e+01 9.9407e-01 -1.2240e+02
1.5850e+01 9.9667e-01 -1.0210e+02
1.6690e+01 9.9819e-01 -7.3780e+01
1.7570e+01 9.9900e-01 -4.5810e+01
1.8500e+01 9.9979e-01 -2.5160e+01
1.9480e+01 9.9979e-01 -1.2320e+01
2.0500e+01 9.9979e-01 -5.5400e+00
2.1580e+01 9.9979e-01 -2.6000e+00
2.2710e+01 9.9978e-01 -1.5600e+00
2.3890e+01 9.9978e-01 -1.3900e+00
2.5140e+01 9.9978e-01 -1.6500e+00
2.6440e+01 9.9977e-01 -2.1400e+00
2.7820e+01 9.9977e-01 -2.8200e+00
2.9260e+01 9.9977e-01 -3.6600e+00
3.0770e+01 9.9977e-01 -4.6800e+00
3.2360e+01 9.9976e-01 -5.8100e+00
3.4030e+01 9.9976e-01 -7.1900e+00
